Emissions,LAT,LON
0,42.5063,-1.5218
8907184,-38.4161,-63.6167
212846,40.0691,45.0382
17707020,-25.2744,133.7751
58785216,47.5162,14.5501
1275871,40.1431,47.5769
2688865,53.7098,27.9534
61287730,50.5039,4.4699
0,27.5142,90.4336
4198944,-14.2350,-51.9253
0,4.5353,114.7277
633872,42.7339,25.4858
51622096,56.1304,-106.3468
2810288,-35.6751,-71.5430
25009438,35.0000,103.0000
0,7.54,5.5471
228874,45.1000,15.2000
7349984,56.2639,9.5018
974760,58.5953,25.0136
1062560,61.9241,25.7482
150612380,46.2276,2.2137
395903,42.3154,43.3569
445366530,51.1657,10.4515
718144,39.0742,21.8243
0,71.7069,-42.6043
0,-9.9456,9.6966
11677168,47.1625,19.5033
23487316,20.5937,78.9629
6111552,-0.7893,113.9213
216176,53.7798,-7.3055
25735936,41.8719,12.5674
39384336,36.2048,138.2529
6403841,48.0196,66.9237
553113,41.2044,74.7661
638790,56.8796,24.6032
999607,55.1694,23.8813
0,22.1987,111.5439
234496,4.2105,101.9758
0,21.0079,-10.9408
4154976,23.6345,-102.5528
994354,47.4116,28.3699
20779,42.7087,19.3744
20833504,52.1326,5.2913
4902432,-40.9006,174.8860
187443,40.3399,127.5101
120571,41.6086,21.7453
5939344,60.4720,8.4689
0,-6.3149,143.9555
1330032,-9.1900,-75.0152
51296,12.8797,121.7740
94545860,51.9194,19.1451
3249968,39.3999,-8.2245
4818160,45.9432,24.9668
58941628,61.5240,105.3188
611485,44.0165,21.0059
0,8.4606,-11.7799
0,1.3521,103.8198
13368391,48.6690,19.6990
174414,46.1512,14.9955
16978976,-30.5595,22.9375
10413,35.9078,127.7669
14894160,40.4637,-3.7492
13117328,60.1282,18.6435
7789664,46.8182,8.2275
615552,23.6978,120.9605
315285,38.8610,71.2761
65952,10.6918,-61.2225
1883296,38.9637,35.2433
807214,38.9697,59.5563
0,-7.1095,177.6493
18719782,48.3794,31.1656
469732130,55.3781,-3.4360
1271582100,37.0902,-95.7129
2507294,41.3775,64.5853
1322704,14.0583,108.2772
432352,-19.0154,29.1549
