,LAT,LON
,17.1899,-88.4976
,17.1899,-88.4976
,17.1899,-88.4976
,9.3077,2.3158
,9.3077,2.3158
,9.3077,2.3158
,9.3077,2.3158
,9.3077,2.3158
,9.3077,2.3158
,9.3077,2.3158
,9.3077,2.3158
,32.3078,-64.7505
,32.3078,-64.7505
,32.3078,-64.7505
,32.3078,-64.7505
,32.3078,-64.7505
,32.3078,-64.7505
,32.3078,-64.7505
,32.3078,-64.7505
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,27.5142,90.4336
,-22.3285,24.6849
,-22.3285,24.6849
,-22.3285,24.6849
,-22.3285,24.6849
,-22.3285,24.6849
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,-14.2350,-51.9253
,18.4207,-64.6400
,18.4207,-64.6400
,18.4207,-64.6400
,18.4207,-64.6400
,18.4207,-64.6400
,18.4207,-64.6400
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,4.5353,114.7277
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,42.7339,25.4858
,12.2383,-1.5616
,12.2383,-1.5616
,12.2383,-1.5616
,12.2383,-1.5616
,12.2383,-1.5616
,12.2383,-1.5616
,12.2383,-1.5616
,12.2383,-1.5616
,-3.3731,29.9189
,-3.3731,29.9189
,-3.3731,29.9189
,-3.3731,29.9189
,-3.3731,29.9189
,-3.3731,29.9189
,-3.3731,29.9189
,-3.3731,29.9189
,12.5657,104.9910
,12.5657,104.9910
,12.5657,104.9910
,12.5657,104.9910
,12.5657,104.9910
,12.5657,104.9910
,12.5657,104.9910
,7.3697,12.3547
,7.3697,12.3547
,7.3697,12.3547
,7.3697,12.3547
,7.3697,12.3547
,7.3697,12.3547
,7.3697,12.3547
,7.3697,12.3547
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,56.1304,-106.3468
,16.5388,-23.0418
,16.5388,-23.0418
,16.5388,-23.0418
,16.5388,-23.0418
,16.5388,-23.0418
,16.5388,-23.0418
,16.5388,-23.0418
,16.5388,-23.0418
,6.6111,20.9394
,6.6111,20.9394
,6.6111,20.9394
,6.6111,20.9394
,6.6111,20.9394
,6.6111,20.9394
,6.6111,20.9394
,6.6111,20.9394
,15.4542,18.7322
,15.4542,18.7322
,15.4542,18.7322
,15.4542,18.7322
,15.4542,18.7322
,15.4542,18.7322
,15.4542,18.7322
,15.4542,18.7322
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,-35.6751,-71.5430
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,35.0000,103.0000 
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,4.5709,74.2973
,11.6455,-43.3333
,11.6455,-43.3333
,11.6455,-43.3333
,11.6455,-43.3333
,11.6455,-43.3333
,11.6455,-43.3333
,11.6455,-43.3333
,-4.0383,21.7587
,-4.0383,21.7587
,-4.0383,21.7587
,-4.0383,21.7587
,-4.0383,21.7587
,-4.0383,21.7587
,-4.0383,21.7587
,-4.0383,21.7587
,21.2367,-159.7777
,21.2367,-159.7777
,21.2367,-159.7777
,21.2367,-159.7777
,21.2367,-159.7777
,21.2367,-159.7777
,9.7489,-83.7534
,9.7489,-83.7534
,9.7489,-83.7534
,9.7489,-83.7534
,9.7489,-83.7534
,9.7489,-83.7534
,9.7489,-83.7534
,9.7489,-83.7534
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,7.54,5.5471
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,45.1000,15.2000
,21.5218,-77.7812
,21.5218,-77.7812
,21.5218,-77.7812
,21.5218,-77.7812
,21.5218,-77.7812
,21.5218,-77.7812
,21.5218,-77.7812
,21.5218,-77.7812
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,12.1696,-68.9900
,35.1264,-33.4299
,35.1264,-33.4299
,35.1264,-33.4299
,35.1264,-33.4299
,35.1264,-33.4299
,35.1264,-33.4299
,35.1264,-33.4299
,35.1264,-33.4299
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,56.2639,9.5018
,11.8251,42.5903
,11.8251,42.5903
,11.8251,42.5903
,11.8251,42.5903
,11.8251,42.5903
,11.8251,42.5903
,11.8251,42.5903
,11.8251,42.5903
,15.4150,-61.3710
,15.4150,-61.3710
,15.4150,-61.3710
,15.4150,-61.3710
,15.4150,-61.3710
,15.4150,-61.3710
,15.4150,-61.3710
,18.7357,-70.1627
,18.7357,-70.1627
,18.7357,-70.1627
,18.7357,-70.1627
,18.7357,-70.1627
,18.7357,-70.1627
,18.7357,-70.1627
,18.7357,-70.1627
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,-1.8312,-78.1834
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,26.8206,30.8025
,13.7942,-88.8965
,13.7942,-88.8965
,13.7942,-88.8965
,13.7942,-88.8965
,13.7942,-88.8965
,13.7942,-88.8965
,13.7942,-88.8965
,13.7942,-88.8965
,15.1794,39.7823
,15.1794,39.7823
,15.1794,39.7823
,15.1794,39.7823
,15.1794,39.7823
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,58.5953,25.0136
,9.1450,40.4897
,9.1450,40.4897
,9.1450,40.4897
,9.1450,40.4897
,9.1450,40.4897
,9.1450,40.4897
,9.1450,40.4897
,9.1450,40.4897
,-17.7134,178.0650
,-17.7134,178.0650
,-17.7134,178.0650
,-17.7134,178.0650
,-17.7134,178.0650
,-17.7134,178.0650
,-17.7134,178.0650
,-17.7134,178.0650
,61.8926,6.9118
,61.8926,6.9118
,61.8926,6.9118
,61.8926,6.9118
,61.8926,6.9118
,61.8926,6.9118
,61.8926,6.9118
,61.8926,6.9118
,17.7134,178.0650
,17.7134,178.0650
,17.7134,178.0650
,17.7134,178.0650
,17.7134,178.0650
,17.7134,178.0650
,17.7134,178.0650
,17.7134,178.0650
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,61.9241,25.7482
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,46.2276,2.2137
,17.6797,-149.4068
,17.6797,-149.4068
,17.6797,-149.4068
,17.6797,-149.4068
,17.6797,-149.4068
,17.6797,-149.4068
,17.6797,-149.4068
,0.8037,11.6094
,0.8037,11.6094
,0.8037,11.6094
,0.8037,11.6094
,0.8037,11.6094
,0.8037,11.6094
,0.8037,11.6094
,0.8037,11.6094
,13.4432,-15.3101
,13.4432,-15.3101
,13.4432,-15.3101
,13.4432,-15.3101
,13.4432,-15.3101
,13.4432,-15.3101
,13.4432,-15.3101
,13.4432,-15.3101
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,42.3154,43.3569
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,51.1657,10.4515
,7.9465,-1.0232
,7.9465,-1.0232
,7.9465,-1.0232
,7.9465,-1.0232
,7.9465,-1.0232
,7.9465,-1.0232
,7.9465,-1.0232
,7.9465,-1.0232
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,39.0742,21.8243
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,71.7069,-42.6043
,12.1165,-61.6790
,12.1165,-61.6790
,12.1165,-61.6790
,12.1165,-61.6790
,12.1165,-61.6790
,12.1165,-61.6790
,12.1165,-61.6790
,12.1165,-61.6790
,15.7835,-90.2308
,15.7835,-90.2308
,15.7835,-90.2308
,15.7835,-90.2308
,15.7835,-90.2308
,15.7835,-90.2308
,15.7835,-90.2308
,15.7835,-90.2308
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,-9.9456,9.6966
,4.8604,-58.9302
,4.8604,-58.9302
,4.8604,-58.9302
,4.8604,-58.9302
,4.8604,-58.9302
,4.8604,-58.9302
,4.8604,-58.9302
,4.8604,-58.9302
,18.9712,-72.2852
,18.9712,-72.2852
,18.9712,-72.2852
,18.9712,-72.2852
,18.9712,-72.2852
,18.9712,-72.2852
,18.9712,-72.2852
,18.9712,-72.2852
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,15.2000,-86.2419
,22.3193,114.1694
,22.3193,114.1694
,22.3193,114.1694
,22.3193,114.1694
,22.3193,114.1694
,22.3193,114.1694
,22.3193,114.1694
,22.3193,114.1694
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,47.1625,19.5033
,64.9631,-19.0208
,64.9631,-19.0208
,64.9631,-19.0208
,64.9631,-19.0208
,64.9631,-19.0208
,64.9631,-19.0208
,64.9631,-19.0208
,64.9631,-19.0208
,64.9631,-19.0208
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,20.5937,78.9629
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,-0.7893,113.9213
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,32.4279,53.6880
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,33.2232,43.6793
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,53.7798,-7.3055
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,31.0461,34.8516
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,41.8719,12.5674
,18.1096,-77.2975
,18.1096,-77.2975
,18.1096,-77.2975
,18.1096,-77.2975
,18.1096,-77.2975
,18.1096,-77.2975
,18.1096,-77.2975
,18.1096,-77.2975
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,36.2048,138.2529
,30.5852,36.2384
,30.5852,36.2384
,30.5852,36.2384
,30.5852,36.2384
,30.5852,36.2384
,30.5852,36.2384
,30.5852,36.2384
,30.5852,36.2384
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,48.0196,66.9237
,-0.0236,37.9062
,-0.0236,37.9062
,-0.0236,37.9062
,-0.0236,37.9062
,-0.0236,37.9062
,-0.0236,37.9062
,-0.0236,37.9062
,-0.0236,37.9062
,1.8369,-157.3768
,1.8369,-157.3768
,1.8369,-157.3768
,1.8369,-157.3768
,1.8369,-157.3768
,1.8369,-157.3768
,42.6026,20.9030
,42.6026,20.9030
,29.3117,47.4818
,29.3117,47.4818
,29.3117,47.4818
,29.3117,47.4818
,29.3117,47.4818
,29.3117,47.4818
,29.3117,47.4818
,29.3117,47.4818
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,41.2044,74.7661
,19.8563,102.4955
,19.8563,102.4955
,19.8563,102.4955
,19.8563,102.4955
,19.8563,102.4955
,19.8563,102.4955
,19.8563,102.4955
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,56.8796,24.6032
,33.8547,35.8623
,33.8547,35.8623
,33.8547,35.8623
,33.8547,35.8623
,33.8547,35.8623
,33.8547,35.8623
,33.8547,35.8623
,33.8547,35.8623
,33.8547,35.8623
,-29.6100,28.2336
,-29.6100,28.2336
,-29.6100,28.2336
,-29.6100,28.2336
,6.4281,-9.4295
,6.4281,-9.4295
,6.4281,-9.4295
,6.4281,-9.4295
,6.4281,-9.4295
,6.4281,-9.4295
,6.4281,-9.4295
,6.4281,-9.4295
,26.3351,17.2283
,26.3351,17.2283
,26.3351,17.2283
,26.3351,17.2283
,26.3351,17.2283
,26.3351,17.2283
,26.3351,17.2283
,26.3351,17.2283
,47.1410,-9.5209
,47.1410,-9.5209
,47.1410,-9.5209
,47.1410,-9.5209
,47.1410,-9.5209
,47.1410,-9.5209
,47.1410,-9.5209
,55.1694,23.8813
,55.1694,23.8813
