Emissions,LAT,LON
1670397,33.9391,67.7100
3739486,41.1533,20.1683
15058960,28.0339,1.6596
0,42.5063,-1.5218
3577917,-11.2027,17.8739
82648000,-38.4161,-63.6167
5180804,40.0691,45.0382
928761,12.5211,-69.9683
147861020,-25.2744,133.7751
50631700,47.5162,14.5501
31105304,40.1431,47.5769
2568770,25.0343,-77.3963
2590448,26.0667,50.5577
3803195,23.6850,90.3563
428688,13.1939,-59.5432
65798090,53.7098,27.9534
125490456,50.5039,4.4699
120912,17.1899,-88.4976
282128,9.3077,2.3158
227168,32.3078,-64.7505
3664,27.5142,90.4336
93488200,-14.2350,-51.9253
18320,18.4207,-64.6400
8203696.5,4.5353,114.7277
61173972,42.7339,25.4858
142896,12.2383,-1.5616
62288,-3.3731,29.9189
1172331,12.5657,104.9910
637417,7.3697,12.3547
341177200,56.1304,-106.3468
36581,16.5388,-23.0418
208848,6.6111,20.9394
124576,15.4542,18.7322
24635802,-35.6751,-71.5430
807952640,35.0000,103.0000
28370052,4.5709,74.2973
29312,11.6455,-43.3333
571584,-4.0383,21.7587
10992,21.2367,-159.7777
1248681,9.7489,-83.7534
2242368,7.54,5.5471
11796174,45.1000,15.2000
18654088,21.5218,-77.7812
13978085,12.1696,-68.9900
1702690,35.1264,-33.4299
62039320,56.2639,9.5018
139232,11.8251,42.5903
25648,15.4150,-61.3710
3105081,18.7357,-70.1627
4278215,-1.8312,-78.1834
21654010,26.8206,30.8025
36640,13.7942,-88.8965
23870596,58.5953,25.0136
366400,9.1450,40.4897
1651721,-17.7134,178.0650
256480.02,61.8926,6.9118
520050,17.7134,178.0650
40355044,61.9241,25.7482
460424580,46.2276,2.2137
194192,17.6797,-149.4068
2081152,0.8037,11.6094
47632,13.4432,-15.3101
9639578,42.3154,43.3569
1026022340,51.1657,10.4515
2621641,7.9465,-1.0232
24126176,39.0742,21.8243
381056,71.7069,-42.6043
43968,12.1165,-61.6790
2296437,15.7835,-90.2308
791424,-9.9456,9.6966
69616,11.8037,-15.1804
1579184,4.8604,-58.9302
384482,18.9712,-72.2852
1388032,15.2000,-86.2419
8392500,22.3193,116.1694
69934550,47.1625,19.5033
1388300,64.9631,-19.0208
181722640,20.5937,78.9629
35791384,-0.7893,113.9213
91787460,32.4279,53.6880
23883784,33.2232,43.6793
19393740,53.7798,-7.3055
16559357,31.0461,34.8516
296364540,41.8719,12.5674
4988584,18.1096,-77.2975
767963140,36.2048,138.2529
1555684,30.5852,36.2384
157081230,48.0196,66.9237
3078215,-0.0236,37.9062
21984,1.8369,-157.3768
25021456,29.3117,47.4818
13578134,41.2044,74.7661
571584,19.8563,102.4955
15644642,56.8796,24.6032
3940725,33.8547,35.8623
1450587,6.4281,-9.4295
32305104,26.3351,17.2283
111005,47.1410,-9.5209
24328818,55.1694,23.8813
13735355,-49.8153,6.1296
205184,22.1987,111.5439
970663,-18.7669,46.8691
454069,-13.2543,34.3015
14585889,4.2105,101.9758
201520,17.5707,-3.9962
663184,35.9375,-14.3754
428688,21.0079,-10.9408
498304,-20.3484,57.5522
113950680,23.6345,-102.5528
24593414,47.4116,28.3699
2846542,46.8625,103.8467
1076106,42.7087,19.3744
14656,16.7425,-62.1874
7282020,31.7917,-7.0926
2980891,-18.6657,35.5296
4612293,21.9162,95.9560
65952,0.5228,-166.9315
227168,28.3949,84.1240
141803300,52.1326,5.2913
2392592,-20.9043,165.6180
14179986,-40.9006,174.8860
1402807,12.8654,-85.2072
216057,17.6078,8.0817
21519958,9.0820,8.6753
3664,-19.0544,169.8672
73476320,40.3399,127.5101
6067497,41.6086,21.7453
27978744,60.4720,8.4689
234496,21.4735,55.9754
20504408,30.3753,69.3451
135568,7.5150,134.5825
2201083,8.5380,-80.7821
692496,-6.3149,143.9555
743435,-23.4425,-58.4438
17765824,-9.1900,-75.0152
24751418,12.8797,121.7740
304143400,51.9194,19.1451
15236482,39.3999,-8.2245
7561456,25.3548,51.1839
119981480,45.9432,24.9668
1440532200,61.5240,105.3188
58624,-1.9403,29.8739
36640,46.8852,-56.3159
29312,12.9843,61.2872
29312,-13.7590,-172.1046
14656,0.1864,6.6131
45251332,23.8859,45.0792
1307067,14.4974,-14.4524
31721422,44.0165,21.0059
29312,4.6796,-55.4920
857376,8.4606,-11.7799
17832688,1.3521,103.8198
1547690,18.0708,-63.0501
49345176,48.6690,19.6990
9001363,46.1512,14.9955
40304,-9.6457,160.1562
216176,5.1521,46.1996
149618180,-30.5595,22.9375
53716350,35.9078,127.7669
403983,6.8770,31.3070
116766490,40.4637,-3.7492
3593077,7.8731,80.7718
4446688,12.8628,30.2176
1608496,3.9193,-56.0278
92287020,60.1282,18.6435
40244320,46.8182,8.2275
6649929,34.8021,38.9968
28734026,23.6978,120.9605
7702683,38.8610,71.2761
1765365,-6.3690,34.8888
15352543,15.8700,100.9925
274800,8.6195,0.8248
25648,-21.1790,-175.1982
8990356,10.6918,-61.2225
3738743,33.8869,9.5375
42579228,38.9637,35.2433
19631972,38.9697,59.5563
0,-7.1095,177.6493
1442843,1.3733,32.2903
456820030,48.3794,31.1656
15234912,23.4241,53.8478
652577400,55.3781,-3.4360
4339686000,37.0902,-95.7129
5735803,-32.5228,-55.7658
60562076,41.3775,64.5853
40304,-15.3767,166.9592
74489416,6.4238,-66.5897
28172980,14.0583,108.2772
2509840,15.5527,48.5164
3765879,-13.1339,27.8493
8154132,-19.0154,29.1549
