Emissions,LAT,LON
542272,8.4606,-11.7799
43048336,1.3521,103.8198
448949,18.0708,-63.0501
38408616,48.6690,19.6990
16459730,46.1512,14.9955
329760,-9.6457,160.1562
611888,5.1521,46.1996
462999680,-30.5595,22.9375
594339140,35.9078,127.7669
1313250,6.8770,31.3070
282937100,40.4637,-3.7492
13050987,7.8731,80.7718
15026002,12.8628,30.2176
2370056,3.9193,-56.0278
53120372,60.1282,18.6435
45043332,46.8182,8.2275
61721950,34.8021,38.9968
270148000,23.6978,120.9605
2536415,38.8610,71.2761
6922992,-6.3690,34.8888
241018980,15.8700,100.9925
2595698,8.6195,0.8248
117248,-21.1790,-175.1982
47111836,10.6918,-61.2225
28137812,33.8869,9.5375
316193060,38.9637,35.2433
59184068,38.9697,59.5563
282128,21.6940,-71.7979
10992,-7.1095,177.6493
3569619,1.3733,32.2903
294365800,48.3794,31.1656
184842300,23.4241,53.8478
511904580,55.3781,-3.4360
5679715300,37.0902,-95.7129
6297960,-32.5228,-55.7658
107665944,41.3775,64.5853
120912,-15.3767,166.9592
189316720,6.4238,-66.5897
139563840,14.0583,108.2772
29312,-14.2938,-178.1165
25713402,15.5527,48.5164
3120300,-13.1339,27.8493
8754012,-19.0154,29.1549
