Emissions,LAT,LON
11888066,33.9391,67.7100
5018921,41.1533,20.1683
169892770,28.0339,1.6596
373728,42.5063,-1.5218
16764786,-11.2027,17.8739
166879580,-38.4161,-63.6167
6799022,40.0691,45.0382
890352,12.5211,-69.9683
396685200,-25.2744,133.7751
62121252,47.5162,14.5501
36149228,40.1431,47.5769
2183744,25.0343,-77.3963
37395950,26.0667,50.5577
93614960,23.6850,90.3563
1233549,13.1939,-59.5432
59055548,53.7098,27.9534
91101384,50.5039,4.4699
613332,17.1899,-88.4976
7744662,9.3077,2.3158
458000,32.3078,-64.7505
919762,27.5142,90.4336
5550960,-22.3285,24.6849
444504320,-14.2350,-51.9253
161216,18.4207,-64.6400
11101930,4.5353,114.7277
36533612,42.7339,25.4858
5194114,12.2383,-1.5616
735766,-3.3731,29.9189
19034220,12.5657,104.9910
9701611,7.3697,12.3547
522845280,56.1304,-106.3468
516623.97,16.5388,-23.0418
238160,6.6111,20.9394
2279219,15.4542,18.7322
80178160,-35.6751,-71.5430
10914012000,35.0000,103.0000
89731320,4.5709,74.2973
381056,11.6455,-43.3333
7391505,-4.0383,21.7587
65952,21.2367,-159.7777
6763180,9.7489,-83.7534
11018607,7.54,5.5471
16870528,45.1000,15.2000
21277102,21.5218,-77.7812
1806352,12.1696,-68.9900
6910908,35.1264,-33.4299
28299676,56.2639,9.5018
382454,11.8251,42.5903
157552,15.4150,-61.3710
23501650,18.7357,-70.1627
32909420,-1.8312,-78.1834
227637950,26.8206,30.8025
5524802,13.7942,-88.8965
640911,15.1794,39.7823
9238881,58.5953,25.0136
1091872,9.1450,40.4897
17810122,-17.7134,178.0650
758448,61.8926,6.9118
1040951.94,17.7134,178.0650
37735000,61.9241,25.7482
281539040,46.2276,2.2137
846384,17.6797,-149.4068
5928799,0.8037,11.6094
699824,13.4432,-15.3101
10574546,42.3154,43.3569
647252300,51.1657,10.4515
19168242,7.9465,-1.0232
55619772,39.0742,21.8243
537154,71.7069,-42.6043
289456,12.1165,-61.6790
17336898,15.7835,-90.2308
