Emissions,LAT,LON
0,42.5063,-1.5218
30967,40.0691,45.0382
2417483,-25.2744,133.7751
23647456,47.5162,14.5501
185626,40.1431,47.5769
391202,53.7098,27.9534
30425856,50.5039,4.4699
0,27.5142,90.4336
0,4.5353,114.7277
5232192,56.1304,-106.3468
0,7.54,5.5471
1861312,56.2639,9.5018
141818,58.5953,25.0136
98928,61.9241,25.7482
76148910,46.2276,2.2137
57600,42.3154,43.3569
124502720,51.1657,10.4515
0,71.7069,-42.6043
0,-9.9456,9.6966
3312256,47.1625,19.5033
1886773,20.5937,78.9629
351744,53.7798,-7.3055
5067312,41.8719,12.5674
2348624,36.2048,138.2529
931693,48.0196,66.9237
80472,41.2044,74.7661
92937,56.8796,24.6032
145433,55.1694,23.8813
0,22.1987,111.5439
0,21.0079,-10.9408
144668,47.4116,28.3699
7972864,52.1326,5.2913
655856,-40.9006,174.8860
1249424,60.4720,8.4689
0,-6.3149,143.9555
26347824,51.9194,19.1451
879360,39.3999,-8.2245
47632,45.9432,24.9668
8575404,61.5240,105.3188
0,8.4606,-11.7799
0,1.3521,103.8198
5005345,48.6690,19.6990
4415120,40.4637,-3.7492
2828608,60.1282,18.6435
1670784,46.8182,8.2275
45871,38.8610,71.2761
139232,38.9637,35.2433
117441,38.9697,59.5563
0,-7.1095,177.6493
2723537,48.3794,31.1656
297124770,55.3781,-3.4360
198684240,37.0902,-95.7129
364786,41.3775,64.5853
