Emissions,LAT,LON
1461936,-20.3484,57.5522
317042370,23.6345,-102.5528
36239530,47.4116,28.3699
9791058,46.8625,103.8467
1962026,42.7087,19.3744
29312,16.7425,-62.1874
22297998,31.7917,-7.0926
1025375.94,-18.6657,35.5296
4235719,21.9162,95.9560
0,-22.9576,18.4904
124576,0.5228,-166.9315
721436,28.3949,84.1240
162665120,52.1326,5.2913
1576355,-20.9043,165.6180
25502508,-40.9006,174.8860
2043946,12.8654,-85.2072
598802,17.6078,8.0817
38857280,9.0820,8.6753
7328,-19.0544,169.8672
118378920,40.3399,127.5101
11106583,41.6086,21.7453
35003000,60.4720,8.4689
11222441,21.4735,55.9754
67827370,30.3753,69.3451
234496,7.5150,134.5825
861040,31.9522,35.2332
2631999,8.5380,-80.7821
2154432,-6.3149,143.9555
2135640,-23.4425,-58.4438
21400794,-9.1900,-75.0152
41349500,12.8797,121.7740
376641280,51.9194,19.1451
45278820,39.3999,-8.2245
11411196,25.3548,51.1839
176506900,45.9432,24.9668
2536247800,61.5240,105.3188
523863.97,-1.9403,29.8739
7328,-15.9650,5.7089
91600,46.8852,-56.3159
80608,12.9843,61.2872
87936,-13.7590,-172.1046
47632,0.1864,6.6131
208497000,23.8859,45.0792
3138804,14.4974,-14.4524
57827508,44.0165,21.0059
150224,4.6796,-55.4920
498304,8.4606,-11.7799
43535576,1.3521,103.8198
534120,18.0708,-63.0501
61472836,48.6690,19.6990
15094546,46.1512,14.9955
146560,-9.6457,160.1562
782197,5.1521,46.1996
312930240,-30.5595,22.9375
250510830,35.9078,127.7669
433885,6.8770,31.3070
230500240,40.4637,-3.7492
3830820,7.8731,80.7718
4768885,12.8628,30.2176
1737368,3.9193,-56.0278
57509900,60.1282,18.6435
44161000,46.8182,8.2275
37045332,34.8021,38.9968
124184000,23.6978,120.9605
11965114,38.8610,71.2761
2112309,-6.3690,34.8888
86563260,15.8700,100.9925
977644,8.6195,0.8248
84272,-21.1790,-175.1982
16981164,10.6918,-61.2225
13483229,33.8869,9.5375
151614980,38.9637,35.2433
31702526,38.9697,59.5563
62288,21.6940,-71.7979
3664,-7.1095,177.6493
760855,1.3733,32.2903
706226900,48.3794,31.1656
51703772,23.4241,53.8478
601945100,55.3781,-3.4360
5120957000,37.0902,-95.7129
3967289,-32.5228,-55.7658
103783350,41.3775,64.5853
65952,-15.3767,166.9592
121823040,6.4238,-66.5897
21298646,14.0583,108.2772
18320,-14.2938,-178.1165
9520184,15.5527,48.5164
2407113,-13.1339,27.8493
15551593,-19.0154,29.1549
