Nation,Tag,Year,Emissions,LAT,LON
Jamaica,JAM,2020,6462606,18.1096,-77.2975
Japan,JPN,1870,18320,36.2048,138.2529
Japan,JPN,1880,2348624,36.2048,138.2529
Japan,JPN,1890,6756416,36.2048,138.2529
Japan,JPN,1900,19411872,36.2048,138.2529
Japan,JPN,1910,39384336,36.2048,138.2529
Japan,JPN,1920,74280270,36.2048,138.2529
Japan,JPN,1930,86165784,36.2048,138.2529
Japan,JPN,1940,153244270,36.2048,138.2529
Japan,JPN,1950,102540984,36.2048,138.2529
Japan,JPN,1960,232499630,36.2048,138.2529
Japan,JPN,1970,767963140,36.2048,138.2529
Japan,JPN,1980,944868600,36.2048,138.2529
Japan,JPN,1990,1157195500,36.2048,138.2529
Japan,JPN,2000,1263754800,36.2048,138.2529
Japan,JPN,2010,1214707500,36.2048,138.2529
Japan,JPN,2020,1039795900,36.2048,138.2529
Jordan,JOR,1950,172208,30.5852,36.2384
Jordan,JOR,1960,743138,30.5852,36.2384
Jordan,JOR,1970,1555684,30.5852,36.2384
Jordan,JOR,1980,4695815,30.5852,36.2384
Jordan,JOR,1990,10476423,30.5852,36.2384
Jordan,JOR,2000,15200204,30.5852,36.2384
Jordan,JOR,2010,20615326,30.5852,36.2384
Jordan,JOR,2020,21128764,30.5852,36.2384
Kazakhstan,KAZ,1830,1217,48.0196,66.9237
Kazakhstan,KAZ,1850,7543,48.0196,66.9237
Kazakhstan,KAZ,1860,45015,48.0196,66.9237
Kazakhstan,KAZ,1870,257195,48.0196,66.9237
Kazakhstan,KAZ,1880,931693,48.0196,66.9237
Kazakhstan,KAZ,1890,1801339,48.0196,66.9237
Kazakhstan,KAZ,1900,4995716,48.0196,66.9237
Kazakhstan,KAZ,1910,6403841,48.0196,66.9237
Kazakhstan,KAZ,1920,2062184.1,48.0196,66.9237
Kazakhstan,KAZ,1930,10403240,48.0196,66.9237
Kazakhstan,KAZ,1940,32349400,48.0196,66.9237
Kazakhstan,KAZ,1950,45205824,48.0196,66.9237
Kazakhstan,KAZ,1960,96539220,48.0196,66.9237
Kazakhstan,KAZ,1970,157081230,48.0196,66.9237
Kazakhstan,KAZ,1980,230434880,48.0196,66.9237
Kazakhstan,KAZ,1990,268173090,48.0196,66.9237
Kazakhstan,KAZ,2000,143380210,48.0196,66.9237
Kazakhstan,KAZ,2010,248803230,48.0196,66.9237
Kazakhstan,KAZ,2020,255486480,48.0196,66.9237
Kenya,KEN,1950,908672,-0.0236,37.9062
Kenya,KEN,1960,2424144,-0.0236,37.9062
Kenya,KEN,1970,3078215,-0.0236,37.9062
Kenya,KEN,1980,6189277,-0.0236,37.9062
Kenya,KEN,1990,5819044,-0.0236,37.9062
Kenya,KEN,2000,10408840,-0.0236,37.9062
Kenya,KEN,2010,12163160,-0.0236,37.9062
Kenya,KEN,2020,21982360,-0.0236,37.9062
Kiribati,KIR,1970,21984,1.8369,-157.3768
Kiribati,KIR,1980,29312,1.8369,-157.3768
Kiribati,KIR,1990,21984,1.8369,-157.3768
Kiribati,KIR,2000,36640,1.8369,-157.3768
Kiribati,KIR,2010,58624,1.8369,-157.3768
Kiribati,KIR,2020,65952,1.8369,-157.3768
Kosovo,OWID_KOS,2010,8354687.5,42.6026,20.9030
Kosovo,OWID_KOS,2020,8451382,42.6026,20.9030
Kuwait,KWT,1950,384720,29.3117,47.4818
Kuwait,KWT,1960,7796992,29.3117,47.4818
Kuwait,KWT,1970,25021456,29.3117,47.4818
Kuwait,KWT,1980,24616182,29.3117,47.4818
Kuwait,KWT,1990,37807036,29.3117,47.4818
Kuwait,KWT,2000,54889610,29.3117,47.4818
Kuwait,KWT,2010,90869910,29.3117,47.4818
Kuwait,KWT,2020,97712410,29.3117,47.4818
Kyrgyzstan,KGZ,1830,105,41.2044,74.7661
Kyrgyzstan,KGZ,1850,652,41.2044,74.7661
Kyrgyzstan,KGZ,1860,3888,41.2044,74.7661
Kyrgyzstan,KGZ,1870,22214,41.2044,74.7661
Kyrgyzstan,KGZ,1880,80472,41.2044,74.7661
Kyrgyzstan,KGZ,1890,155585,41.2044,74.7661
Kyrgyzstan,KGZ,1900,431490,41.2044,74.7661
Kyrgyzstan,KGZ,1910,553113,41.2044,74.7661
Kyrgyzstan,KGZ,1920,178115,41.2044,74.7661
Kyrgyzstan,KGZ,1930,898476,41.2044,74.7661
Kyrgyzstan,KGZ,1940,2792886,41.2044,74.7661
Kyrgyzstan,KGZ,1950,3902461,41.2044,74.7661
Kyrgyzstan,KGZ,1960,8335436,41.2044,74.7661
Kyrgyzstan,KGZ,1970,13578134,41.2044,74.7661
Kyrgyzstan,KGZ,1980,19988408,41.2044,74.7661
Kyrgyzstan,KGZ,1990,18997598,41.2044,74.7661
Kyrgyzstan,KGZ,2000,4575258,41.2044,74.7661
Kyrgyzstan,KGZ,2010,6355656,41.2044,74.7661
Kyrgyzstan,KGZ,2020,8348849.5,41.2044,74.7661
Laos,LAO,1960,80608,19.8563,102.4955
Laos,LAO,1970,571584,19.8563,102.4955
Laos,LAO,1980,186864,19.8563,102.4955
Laos,LAO,1990,512960.03,19.8563,102.4955
Laos,LAO,2000,960400,19.8563,102.4955
Laos,LAO,2010,3004513,19.8563,102.4955
Laos,LAO,2020,19674886,19.8563,102.4955
Latvia,LVA,1830,121,56.8796,24.6032
Latvia,LVA,1850,752,56.8796,24.6032
Latvia,LVA,1860,4490,56.8796,24.6032
Latvia,LVA,1870,25655,56.8796,24.6032
Latvia,LVA,1880,92937,56.8796,24.6032
Latvia,LVA,1890,179686,56.8796,24.6032
Latvia,LVA,1900,498328,56.8796,24.6032
Latvia,LVA,1910,638790,56.8796,24.6032
Latvia,LVA,1920,205705,56.8796,24.6032
Latvia,LVA,1930,1033721,56.8796,24.6032
Latvia,LVA,1940,3217996,56.8796,24.6032
Latvia,LVA,1950,4491590,56.8796,24.6032
Latvia,LVA,1960,9583795,56.8796,24.6032
Latvia,LVA,1970,15644642,56.8796,24.6032
Latvia,LVA,1980,23196282,56.8796,24.6032
Latvia,LVA,1990,19662722,56.8796,24.6032
Latvia,LVA,2000,7082575,56.8796,24.6032
Latvia,LVA,2010,8555267,56.8796,24.6032
Latvia,LVA,2020,6999913,56.8796,24.6032
Lebanon,LBN,1940,21806,33.8547,35.8623
Lebanon,LBN,1950,1512165,33.8547,35.8623
Lebanon,LBN,1960,2576004,33.8547,35.8623
Lebanon,LBN,1970,3940725,33.8547,35.8623
Lebanon,LBN,1980,5889758,33.8547,35.8623
Lebanon,LBN,1990,7868195,33.8547,35.8623
Lebanon,LBN,2000,15466264,33.8547,35.8623
Lebanon,LBN,2010,19996596,33.8547,35.8623
Lebanon,LBN,2020,22279648,33.8547,35.8623
Lesotho,LSO,1990,1472928,-29.6100,28.2336
Lesotho,LSO,2000,1850320,-29.6100,28.2336
Lesotho,LSO,2010,2275344,-29.6100,28.2336
Lesotho,LSO,2020,2172752,-29.6100,28.2336
Liberia,LBR,1950,47632,6.4281,-9.4295
Liberia,LBR,1960,164880,6.4281,-9.4295
Liberia,LBR,1970,1450587,6.4281,-9.4295
Liberia,LBR,1980,2037558.1,6.4281,-9.4295
Liberia,LBR,1990,456132,6.4281,-9.4295
Liberia,LBR,2000,398769,6.4281,-9.4295
Liberia,LBR,2010,756900,6.4281,-9.4295
Liberia,LBR,2020,769421,6.4281,-9.4295
Libya,LBY,1950,142896,26.3351,17.2283
Libya,LBY,1960,692496,26.3351,17.2283
Libya,LBY,1970,32305104,26.3351,17.2283
Libya,LBY,1980,26780556,26.3351,17.2283
Libya,LBY,1990,36513784,26.3351,17.2283
Libya,LBY,2000,53238540,26.3351,17.2283
Libya,LBY,2010,61085580,26.3351,17.2283
Libya,LBY,2020,47068096,26.3351,17.2283
Liechtenstein,LIE,1960,15448,47.1410,-9.5209
Liechtenstein,LIE,1970,111005,47.1410,-9.5209
Liechtenstein,LIE,1980,157827,47.1410,-9.5209
Liechtenstein,LIE,1990,198971,47.1410,-9.5209
Liechtenstein,LIE,2000,216860,47.1410,-9.5209
Liechtenstein,LIE,2010,190830,47.1410,-9.5209
Liechtenstein,LIE,2020,141929,47.1410,-9.5209
Lithuania,LTU,1830,190,55.1694,23.8813
Lithuania,LTU,1850,1177,55.1694,23.8813
Lithuania,LTU,1860,7027,55.1694,23.8813
Lithuania,LTU,1870,40147,55.1694,23.8813
Lithuania,LTU,1880,145433,55.1694,23.8813
Lithuania,LTU,1890,281180,55.1694,23.8813
Lithuania,LTU,1900,779806,55.1694,23.8813
Lithuania,LTU,1910,999607,55.1694,23.8813
Lithuania,LTU,1920,321896,55.1694,23.8813
Lithuania,LTU,1930,1613597,55.1694,23.8813
Lithuania,LTU,1940,5001455,55.1694,23.8813
Lithuania,LTU,1950,6960947,55.1694,23.8813
Lithuania,LTU,1960,14833708,55.1694,23.8813
Lithuania,LTU,1970,24328818,55.1694,23.8813
Lithuania,LTU,1980,36422224,55.1694,23.8813
Lithuania,LTU,1990,35737676,55.1694,23.8813
Lithuania,LTU,2000,11843035,55.1694,23.8813
Lithuania,LTU,2010,13803169,55.1694,23.8813
Lithuania,LTU,2020,13538674,55.1694,23.8813
Luxembourg,LUX,1950,7419065,-49.8153,6.1296
Luxembourg,LUX,1960,11507762,-49.8153,6.1296
Luxembourg,LUX,1970,13735355,-49.8153,6.1296
Luxembourg,LUX,1980,11073563,-49.8153,6.1296
Luxembourg,LUX,1990,11815503,-49.8153,6.1296
Luxembourg,LUX,2000,8703619,-49.8153,6.1296
Luxembourg,LUX,2010,11197591,-49.8153,6.1296
Luxembourg,LUX,2020,8067690,-49.8153,6.1296
Macao,MAC,1750,0,22.1987,111.5439
Macao,MAC,1760,0,22.1987,111.5439
Macao,MAC,1770,0,22.1987,111.5439
Macao,MAC,1780,0,22.1987,111.5439
Macao,MAC,1790,0,22.1987,111.5439
Macao,MAC,1800,0,22.1987,111.5439
Macao,MAC,1810,0,22.1987,111.5439
Macao,MAC,1820,0,22.1987,111.5439
Macao,MAC,1830,0,22.1987,111.5439
Macao,MAC,1840,0,22.1987,111.5439
Macao,MAC,1850,0,22.1987,111.5439
Macao,MAC,1860,0,22.1987,111.5439
Macao,MAC,1870,0,22.1987,111.5439
Macao,MAC,1880,0,22.1987,111.5439
Macao,MAC,1890,0,22.1987,111.5439
Macao,MAC,1900,0,22.1987,111.5439
Macao,MAC,1910,0,22.1987,111.5439
Macao,MAC,1920,0,22.1987,111.5439
Macao,MAC,1930,0,22.1987,111.5439
Macao,MAC,1940,0,22.1987,111.5439
Macao,MAC,1950,0,22.1987,111.5439
Macao,MAC,1960,51296,22.1987,111.5439
Macao,MAC,1970,205184,22.1987,111.5439
Macao,MAC,1980,527616,22.1987,111.5439
Macao,MAC,1990,1033247.94,22.1987,111.5439
Macao,MAC,2000,1630480,22.1987,111.5439
Macao,MAC,2010,1234768,22.1987,111.5439
Macao,MAC,2020,1033247.94,22.1987,111.5439
Madagascar,MDG,1950,304082,-18.7669,46.8691
Madagascar,MDG,1960,399376,-18.7669,46.8691
Madagascar,MDG,1970,970663,-18.7669,46.8691
Madagascar,MDG,1980,1613940,-18.7669,46.8691
Madagascar,MDG,1990,944296,-18.7669,46.8691
Madagascar,MDG,2000,1947883,-18.7669,46.8691
Madagascar,MDG,2010,1871843,-18.7669,46.8691
Madagascar,MDG,2020,3963948,-18.7669,46.8691
Malawi,MWI,1950,234550,-13.2543,34.3015
Malawi,MWI,1960,438347,-13.2543,34.3015
Malawi,MWI,1970,454069,-13.2543,34.3015
Malawi,MWI,1980,710076,-13.2543,34.3015
Malawi,MWI,1990,740333,-13.2543,34.3015
Malawi,MWI,2000,857646,-13.2543,34.3015
Malawi,MWI,2010,968498,-13.2543,34.3015
Malawi,MWI,2020,1870757,-13.2543,34.3015
Malaysia,MYS,1890,7328,4.2105,101.9758
Malaysia,MYS,1900,58624,4.2105,101.9758
Malaysia,MYS,1910,234496,4.2105,101.9758
Malaysia,MYS,1920,1110192,4.2105,101.9758
Malaysia,MYS,1930,3671328,4.2105,101.9758
Malaysia,MYS,1940,2568464,4.2105,101.9758
Malaysia,MYS,1950,3655348,4.2105,101.9758
Malaysia,MYS,1960,4201450,4.2105,101.9758
Malaysia,MYS,1970,14585889,4.2105,101.9758
Malaysia,MYS,1980,28032596,4.2105,101.9758
Malaysia,MYS,1990,54269364,4.2105,101.9758
Malaysia,MYS,2000,122878050,4.2105,101.9758
Malaysia,MYS,2010,199346100,4.2105,101.9758
Malaysia,MYS,2020,269248670,4.2105,101.9758
Maldives,MDV,1980,43968,3.2028,-73.2207
Maldives,MDV,1990,172208,3.2028,-73.2207
Maldives,MDV,2000,450672,3.2028,-73.2207
Maldives,MDV,2010,934320,3.2028,-73.2207
Maldives,MDV,2020,1648800,3.2028,-73.2207
Mali,MLI,1960,120912,17.5707,-3.9962
Mali,MLI,1970,201520,17.5707,-3.9962
Mali,MLI,1980,391343,17.5707,-3.9962
Mali,MLI,1990,422243,17.5707,-3.9962
Mali,MLI,2000,1066224,17.5707,-3.9962
Mali,MLI,2010,2088480,17.5707,-3.9962
Mali,MLI,2020,6418546,17.5707,-3.9962
Malta,MLT,1950,245488,35.9375,-14.3754
Malta,MLT,1960,340752,35.9375,-14.3754
Malta,MLT,1970,663184,35.9375,-14.3754
Malta,MLT,1980,1022256,35.9375,-14.3754
Malta,MLT,1990,2427397,35.9375,-14.3754
Malta,MLT,2000,2468153,35.9375,-14.3754
Malta,MLT,2010,2602794,35.9375,-14.3754
Malta,MLT,2020,1597200,35.9375,-14.3754
Marshall Islands,MHL,2000,98928,7.1315,171.1845
Marshall Islands,MHL,2010,135568,7.1315,171.1845
Marshall Islands,MHL,2020,146560,7.1315,171.1845
Mauritania,MRT,1750,0,21.0079,-10.9408
Mauritania,MRT,1760,0,21.0079,-10.9408
Mauritania,MRT,1770,0,21.0079,-10.9408
Mauritania,MRT,1780,0,21.0079,-10.9408
Mauritania,MRT,1790,0,21.0079,-10.9408
Mauritania,MRT,1800,0,21.0079,-10.9408
Mauritania,MRT,1810,0,21.0079,-10.9408
Mauritania,MRT,1820,0,21.0079,-10.9408
Mauritania,MRT,1830,0,21.0079,-10.9408
Mauritania,MRT,1840,0,21.0079,-10.9408
Mauritania,MRT,1850,0,21.0079,-10.9408
Mauritania,MRT,1860,0,21.0079,-10.9408
Mauritania,MRT,1870,0,21.0079,-10.9408
Mauritania,MRT,1880,0,21.0079,-10.9408
Mauritania,MRT,1890,0,21.0079,-10.9408
Mauritania,MRT,1900,0,21.0079,-10.9408
Mauritania,MRT,1910,0,21.0079,-10.9408
Mauritania,MRT,1920,0,21.0079,-10.9408
Mauritania,MRT,1930,0,21.0079,-10.9408
Mauritania,MRT,1940,0,21.0079,-10.9408
Mauritania,MRT,1950,0,21.0079,-10.9408
Mauritania,MRT,1960,36640,21.0079,-10.9408
Mauritania,MRT,1970,428688,21.0079,-10.9408
Mauritania,MRT,1980,630208,21.0079,-10.9408
Mauritania,MRT,1990,853712,21.0079,-10.9408
Mauritania,MRT,2000,1113856,21.0079,-10.9408
Mauritania,MRT,2010,2093519.9,21.0079,-10.9408
Mauritania,MRT,2020,4118336.2,21.0079,-10.9408
Mauritius,MUS,1950,201520,-20.3484,57.5522
Mauritius,MUS,1960,179536,-20.3484,57.5522
Mauritius,MUS,1970,498304,-20.3484,57.5522
Mauritius,MUS,1980,589904,-20.3484,57.5522
Mauritius,MUS,1990,1461936,-20.3484,57.5522
Mauritius,MUS,2000,2689376,-20.3484,57.5522
Mauritius,MUS,2010,3913152,-20.3484,57.5522
Mauritius,MUS,2020,3806896,-20.3484,57.5522
Mexico,MEX,1900,1000272.06,23.6345,-102.5528
Mexico,MEX,1910,4154976,23.6345,-102.5528
Mexico,MEX,1920,76236850,23.6345,-102.5528
Mexico,MEX,1930,20379168,23.6345,-102.5528
Mexico,MEX,1940,23209478,23.6345,-102.5528
Mexico,MEX,1950,30507610,23.6345,-102.5528
Mexico,MEX,1960,63052290,23.6345,-102.5528
Mexico,MEX,1970,113950680,23.6345,-102.5528
Mexico,MEX,1980,267743840,23.6345,-102.5528
Mexico,MEX,1990,317042370,23.6345,-102.5528
Mexico,MEX,2000,391725000,23.6345,-102.5528
Mexico,MEX,2010,456597400,23.6345,-102.5528
Mexico,MEX,2020,442289100,23.6345,-102.5528
Micronesia,FSM,2000,179536,7.4256,150.5508
Micronesia,FSM,2010,102592,7.4256,150.5508
Micronesia,FSM,2020,146560,7.4256,150.5508
Moldova,MDA,1830,189,47.4116,28.3699
Moldova,MDA,1850,1171,47.4116,28.3699
Moldova,MDA,1860,6990,47.4116,28.3699
Moldova,MDA,1870,39936,47.4116,28.3699
Moldova,MDA,1880,144668,47.4116,28.3699
Moldova,MDA,1890,279702,47.4116,28.3699
Moldova,MDA,1900,775708,47.4116,28.3699
Moldova,MDA,1910,994354,47.4116,28.3699
Moldova,MDA,1920,320205,47.4116,28.3699
Moldova,MDA,1930,1611521,47.4116,28.3699
Moldova,MDA,1940,5011819,47.4116,28.3699
Moldova,MDA,1950,7006875,47.4116,28.3699
Moldova,MDA,1960,15005681,47.4116,28.3699
Moldova,MDA,1970,24593414,47.4116,28.3699
Moldova,MDA,1980,36412664,47.4116,28.3699
Moldova,MDA,1990,36239530,47.4116,28.3699
Moldova,MDA,2000,3572952,47.4116,28.3699
Moldova,MDA,2010,4830905,47.4116,28.3699
Moldova,MDA,2020,5241230,47.4116,28.3699
Mongolia,MNG,1950,285792,46.8625,103.8467
Mongolia,MNG,1960,1293392,46.8625,103.8467
Mongolia,MNG,1970,2846542,46.8625,103.8467
Mongolia,MNG,1980,6855166,46.8625,103.8467
Mongolia,MNG,1990,9791058,46.8625,103.8467
Mongolia,MNG,2000,7431864,46.8625,103.8467
Mongolia,MNG,2010,13772318,46.8625,103.8467
Mongolia,MNG,2020,37076764,46.8625,103.8467
Montenegro,MNE,1890,1337,42.7087,19.3744
Montenegro,MNE,1900,12144,42.7087,19.3744
Montenegro,MNE,1910,20779,42.7087,19.3744
Montenegro,MNE,1920,60276,42.7087,19.3744
Montenegro,MNE,1930,146846,42.7087,19.3744
Montenegro,MNE,1940,156650,42.7087,19.3744
Montenegro,MNE,1950,269235,42.7087,19.3744
Montenegro,MNE,1960,531897,42.7087,19.3744
Montenegro,MNE,1970,1076106,42.7087,19.3744
Montenegro,MNE,1980,1632626,42.7087,19.3744
Montenegro,MNE,1990,1962026,42.7087,19.3744
Montenegro,MNE,2000,1520843,42.7087,19.3744
Montenegro,MNE,2010,2421904,42.7087,19.3744
Montenegro,MNE,2020,2407248,42.7087,19.3744
Montserrat,MSR,1970,14656,16.7425,-62.1874
Montserrat,MSR,1980,14656,16.7425,-62.1874
Montserrat,MSR,1990,29312,16.7425,-62.1874
Montserrat,MSR,2000,25648,16.7425,-62.1874
Montserrat,MSR,2010,58624,16.7425,-62.1874
Montserrat,MSR,2020,21984,16.7425,-62.1874
Morocco,MAR,1930,40007,31.7917,-7.0926
Morocco,MAR,1940,395712,31.7917,-7.0926
Morocco,MAR,1950,2559830,31.7917,-7.0926
Morocco,MAR,1960,3636004,31.7917,-7.0926
Morocco,MAR,1970,7282020,31.7917,-7.0926
Morocco,MAR,1980,15817737,31.7917,-7.0926
Morocco,MAR,1990,22297998,31.7917,-7.0926
Morocco,MAR,2000,33199036,31.7917,-7.0926
Morocco,MAR,2010,54365200,31.7917,-7.0926
Morocco,MAR,2020,64560784,31.7917,-7.0926
Mozambique,MOZ,1930,10903,-18.6657,35.5296
Mozambique,MOZ,1940,65833,-18.6657,35.5296
Mozambique,MOZ,1950,901137,-18.6657,35.5296
Mozambique,MOZ,1960,1882405,-18.6657,35.5296
Mozambique,MOZ,1970,2980891,-18.6657,35.5296
Mozambique,MOZ,1980,3198489,-18.6657,35.5296
Mozambique,MOZ,1990,1025375.94,-18.6657,35.5296
Mozambique,MOZ,2000,1321945,-18.6657,35.5296
Mozambique,MOZ,2010,2634548,-18.6657,35.5296
Mozambique,MOZ,2020,6376114,-18.6657,35.5296
Myanmar,MMR,1930,3085088,21.9162,95.9560
Myanmar,MMR,1940,3173024,21.9162,95.9560
Myanmar,MMR,1950,802416,21.9162,95.9560
Myanmar,MMR,1960,2714846,21.9162,95.9560
Myanmar,MMR,1970,4612293,21.9162,95.9560
Myanmar,MMR,1980,5508783,21.9162,95.9560
Myanmar,MMR,1990,4235719,21.9162,95.9560
Myanmar,MMR,2000,10219368,21.9162,95.9560
Myanmar,MMR,2010,13121587,21.9162,95.9560
Myanmar,MMR,2020,34609780,21.9162,95.9560
Namibia,NAM,1990,0,-22.9576,18.4904
Namibia,NAM,2000,1604832,-22.9576,18.4904
Namibia,NAM,2010,2839600,-22.9576,18.4904
Namibia,NAM,2020,3681840,-22.9576,18.4904
Nauru,NRU,1970,65952,0.5228,-166.9315
Nauru,NRU,1980,124576,0.5228,-166.9315
Nauru,NRU,1990,124576,0.5228,-166.9315
Nauru,NRU,2000,84272,0.5228,-166.9315
Nauru,NRU,2010,43968,0.5228,-166.9315
Nauru,NRU,2020,51296,0.5228,-166.9315
Nepal,NPL,1950,25648,28.3949,84.1240
Nepal,NPL,1960,80608,28.3949,84.1240
Nepal,NPL,1970,227168,28.3949,84.1240
Nepal,NPL,1980,541295,28.3949,84.1240
Nepal,NPL,1990,721436,28.3949,84.1240
Nepal,NPL,2000,3037431,28.3949,84.1240
Nepal,NPL,2010,4824304,28.3949,84.1240
Nepal,NPL,2020,14902414,28.3949,84.1240
Netherlands,NLD,1850,3136384,52.1326,5.2913
Netherlands,NLD,1860,4796176,52.1326,5.2913
Netherlands,NLD,1870,4942736,52.1326,5.2913
Netherlands,NLD,1880,7972864,52.1326,5.2913
Netherlands,NLD,1890,10284848,52.1326,5.2913
Netherlands,NLD,1900,14634016,52.1326,5.2913
Netherlands,NLD,1910,20833504,52.1326,5.2913
Netherlands,NLD,1920,22170864,52.1326,5.2913
Netherlands,NLD,1930,40779430,52.1326,5.2913
Netherlands,NLD,1940,33437664,52.1326,5.2913
Netherlands,NLD,1950,51286268,52.1326,5.2913
Netherlands,NLD,1960,73437600,52.1326,5.2913
Netherlands,NLD,1970,141803300,52.1326,5.2913
Netherlands,NLD,1980,176631780,52.1326,5.2913
Netherlands,NLD,1990,162665120,52.1326,5.2913
Netherlands,NLD,2000,172016290,52.1326,5.2913
Netherlands,NLD,2010,182358960,52.1326,5.2913
Netherlands,NLD,2020,136684620,52.1326,5.2913
New Caledonia,NCL,1950,219840,-20.9043,165.6180
New Caledonia,NCL,1960,861040,-20.9043,165.6180
New Caledonia,NCL,1970,2392592,-20.9043,165.6180
New Caledonia,NCL,1980,1998603,-20.9043,165.6180
New Caledonia,NCL,1990,1576355,-20.9043,165.6180
New Caledonia,NCL,2000,2220454,-20.9043,165.6180
New Caledonia,NCL,2010,3657625,-20.9043,165.6180
New Caledonia,NCL,2020,5109173,-20.9043,165.6180
New Zealand,NZL,1880,655856,-40.9006,174.8860
New Zealand,NZL,1890,1421632,-40.9006,174.8860
New Zealand,NZL,1900,2440224,-40.9006,174.8860
New Zealand,NZL,1910,4902432,-40.9006,174.8860
New Zealand,NZL,1920,3557744,-40.9006,174.8860
New Zealand,NZL,1930,4865019,-40.9006,174.8860
New Zealand,NZL,1940,4758645,-40.9006,174.8860
New Zealand,NZL,1950,8569056,-40.9006,174.8860
New Zealand,NZL,1960,11531776,-40.9006,174.8860
New Zealand,NZL,1970,14179986,-40.9006,174.8860
New Zealand,NZL,1980,17478874,-40.9006,174.8860
New Zealand,NZL,1990,25502508,-40.9006,174.8860
New Zealand,NZL,2000,32245506,-40.9006,174.8860
New Zealand,NZL,2010,34810384,-40.9006,174.8860
New Zealand,NZL,2020,34237324,-40.9006,174.8860
Nicaragua,NIC,1950,190469,12.8654,-85.2072
Nicaragua,NIC,1960,531161,12.8654,-85.2072
Nicaragua,NIC,1970,1402807,12.8654,-85.2072
Nicaragua,NIC,1980,2022342.9,12.8654,-85.2072
Nicaragua,NIC,1990,2043946,12.8654,-85.2072
Nicaragua,NIC,2000,3721323,12.8654,-85.2072
Nicaragua,NIC,2010,4467845,12.8654,-85.2072
Nicaragua,NIC,2020,4748407,12.8654,-85.2072
Niger,NER,1950,28373,17.6078,8.0817
Niger,NER,1960,29312,17.6078,8.0817
Niger,NER,1970,216057,17.6078,8.0817
Niger,NER,1980,566275,17.6078,8.0817
Niger,NER,1990,598802,17.6078,8.0817
Niger,NER,2000,686970,17.6078,8.0817
Niger,NER,2010,1159981,17.6078,8.0817
Niger,NER,2020,2816703,17.6078,8.0817
Nigeria,NGA,1920,487312,9.0820,8.6753
Nigeria,NGA,1930,937984,9.0820,8.6753
Nigeria,NGA,1940,835392,9.0820,8.6753
Nigeria,NGA,1950,2257024,9.0820,8.6753
Nigeria,NGA,1960,3403173,9.0820,8.6753
Nigeria,NGA,1970,21519958,9.0820,8.6753
Nigeria,NGA,1980,68035180,9.0820,8.6753
Nigeria,NGA,1990,38857280,9.0820,8.6753
Nigeria,NGA,2000,96846750,9.0820,8.6753
Nigeria,NGA,2010,111426824,9.0820,8.6753
Nigeria,NGA,2020,123822170,9.0820,8.6753
Niue,NIU,1970,3664,-19.0544,169.8672
Niue,NIU,1980,3664,-19.0544,169.8672
Niue,NIU,1990,7328,-19.0544,169.8672
Niue,NIU,2000,7328,-19.0544,169.8672
Niue,NIU,2010,3664,-19.0544,169.8672
Niue,NIU,2020,7328,-19.0544,169.8672
North Korea,PRK,1910,187443,40.3399,127.5101
North Korea,PRK,1920,725472,40.3399,127.5101
North Korea,PRK,1930,2221541,40.3399,127.5101
North Korea,PRK,1940,14429603,40.3399,127.5101
North Korea,PRK,1950,780432,40.3399,127.5101
North Korea,PRK,1960,23788438,40.3399,127.5101
North Korea,PRK,1970,73476320,40.3399,127.5101
North Korea,PRK,1980,114082190,40.3399,127.5101
North Korea,PRK,1990,118378920,40.3399,127.5101
North Korea,PRK,2000,69164936,40.3399,127.5101
North Korea,PRK,2010,50091130,40.3399,127.5101
North Korea,PRK,2020,49814344,40.3399,127.5101
North Macedonia,MKD,1890,7758,41.6086,21.7453
North Macedonia,MKD,1900,70468,41.6086,21.7453
North Macedonia,MKD,1910,120571,41.6086,21.7453
North Macedonia,MKD,1920,349752,41.6086,21.7453
North Macedonia,MKD,1930,852075,41.6086,21.7453
North Macedonia,MKD,1940,908966,41.6086,21.7453
North Macedonia,MKD,1950,1508394,41.6086,21.7453
North Macedonia,MKD,1960,2981806,41.6086,21.7453
North Macedonia,MKD,1970,6067497,41.6086,21.7453
North Macedonia,MKD,1980,9108163,41.6086,21.7453
North Macedonia,MKD,1990,11106583,41.6086,21.7453
North Macedonia,MKD,2000,8467603,41.6086,21.7453
North Macedonia,MKD,2010,8185511.5,41.6086,21.7453
North Macedonia,MKD,2020,6954272,41.6086,21.7453
Norway,NOR,1830,7328,60.4720,8.4689
Norway,NOR,1840,43968,60.4720,8.4689
Norway,NOR,1850,139232,60.4720,8.4689
Norway,NOR,1860,333424,60.4720,8.4689
Norway,NOR,1870,630208,60.4720,8.4689
Norway,NOR,1880,1249424,60.4720,8.4689
Norway,NOR,1890,2077488,60.4720,8.4689
Norway,NOR,1900,4154976,60.4720,8.4689
Norway,NOR,1910,5939344,60.4720,8.4689
Norway,NOR,1920,5301808,60.4720,8.4689
Norway,NOR,1930,8726636,60.4720,8.4689
Norway,NOR,1940,6509561,60.4720,8.4689
Norway,NOR,1950,8432180,60.4720,8.4689
Norway,NOR,1960,13086807,60.4720,8.4689
Norway,NOR,1970,27978744,60.4720,8.4689
Norway,NOR,1980,31777006,60.4720,8.4689
Norway,NOR,1990,35003000,60.4720,8.4689
Norway,NOR,2000,42110000,60.4720,8.4689
Norway,NOR,2010,45621000,60.4720,8.4689
