Nation,Tag,Year,Emissions,LAT,LON
Afghanistan,AFG,1950,84272,33.9391,67.7100
Afghanistan,AFG,1960,413885,33.9391,67.7100
Afghanistan,AFG,1970,1670397,33.9391,67.7100
Afghanistan,AFG,1980,1756302,33.9391,67.7100
Afghanistan,AFG,1990,2024326.1,33.9391,67.7100
Afghanistan,AFG,2000,1047127.94,33.9391,67.7100
Afghanistan,AFG,2010,8364803.5,33.9391,67.7100
Afghanistan,AFG,2020,11888066,33.9391,67.7100
Albania,ALB,1940,692496,41.1533,20.1683
Albania,ALB,1950,296725,41.1533,20.1683
Albania,ALB,1960,2022231.1,41.1533,20.1683
Albania,ALB,1970,3739486,41.1533,20.1683
Albania,ALB,1980,5170837,41.1533,20.1683
Albania,ALB,1990,5520602,41.1533,20.1683
Albania,ALB,2000,3024926,41.1533,20.1683
Albania,ALB,2010,4783865,41.1533,20.1683
Albania,ALB,2020,5018921,41.1533,20.1683
Algeria,DZA,1920,21984,28.0339,1.6596
Algeria,DZA,1930,84005,28.0339,1.6596
Algeria,DZA,1940,238160,28.0339,1.6596
Algeria,DZA,1950,3783605,28.0339,1.6596
Algeria,DZA,1960,6151241,28.0339,1.6596
Algeria,DZA,1970,15058960,28.0339,1.6596
Algeria,DZA,1980,66416464,28.0339,1.6596
Algeria,DZA,1990,76737624,28.0339,1.6596
Algeria,DZA,2000,85398600,28.0339,1.6596
Algeria,DZA,2010,118353256,28.0339,1.6596
Algeria,DZA,2020,169892770,28.0339,1.6596
Andorra,AND,1750,1000000,42.5063,-1.5218
Andorra,AND,1760,0,42.5063,-1.5218
Andorra,AND,1770,0,42.5063,-1.5218
Andorra,AND,1780,0,42.5063,-1.5218
Andorra,AND,1790,0,42.5063,-1.5218
Andorra,AND,1800,0,42.5063,-1.5218
Andorra,AND,1810,0,42.5063,-1.5218
Andorra,AND,1820,0,42.5063,-1.5218
Andorra,AND,1830,0,42.5063,-1.5218
Andorra,AND,1840,0,42.5063,-1.5218
Andorra,AND,1850,0,42.5063,-1.5218
Andorra,AND,1860,0,42.5063,-1.5218
Andorra,AND,1870,0,42.5063,-1.5218
Andorra,AND,1880,0,42.5063,-1.5218
Andorra,AND,1890,0,42.5063,-1.5218
Andorra,AND,1900,0,42.5063,-1.5218
Andorra,AND,1910,0,42.5063,-1.5218
Andorra,AND,1920,0,42.5063,-1.5218
Andorra,AND,1930,0,42.5063,-1.5218
Andorra,AND,1940,0,42.5063,-1.5218
Andorra,AND,1950,0,42.5063,-1.5218
Andorra,AND,1960,0,42.5063,-1.5218
Andorra,AND,1970,0,42.5063,-1.5218
Andorra,AND,1980,0,42.5063,-1.5218
Andorra,AND,1990,406704,42.5063,-1.5218
Andorra,AND,2000,523952,42.5063,-1.5218
Andorra,AND,2010,516623.97,42.5063,-1.5218
Andorra,AND,2020,373728,42.5063,-1.5218
Angola,AGO,1950,186864,-11.2027,17.8739
Angola,AGO,1960,548951,-11.2027,17.8739
Angola,AGO,1970,3577917,-11.2027,17.8739
Angola,AGO,1980,5334352,-11.2027,17.8739
Angola,AGO,1990,5089864,-11.2027,17.8739
Angola,AGO,2000,15995108,-11.2027,17.8739
Angola,AGO,2010,22983320,-11.2027,17.8739
Angola,AGO,2020,16764786,-11.2027,17.8739
Argentina,ARG,1890,1370336,-38.4161,-63.6167
Argentina,ARG,1900,2070159.9,-38.4161,-63.6167
Argentina,ARG,1910,8907184,-38.4161,-63.6167
Argentina,ARG,1920,5891712,-38.4161,-63.6167
Argentina,ARG,1930,12767495,-38.4161,-63.6167
Argentina,ARG,1940,15864415,-38.4161,-63.6167
Argentina,ARG,1950,29921192,-38.4161,-63.6167
Argentina,ARG,1960,48764500,-38.4161,-63.6167
Argentina,ARG,1970,82648000,-38.4161,-63.6167
Argentina,ARG,1980,108656130,-38.4161,-63.6167
Argentina,ARG,1990,112079090,-38.4161,-63.6167
Argentina,ARG,2000,142765220,-38.4161,-63.6167
Argentina,ARG,2010,185854340,-38.4161,-63.6167
Argentina,ARG,2020,166879580,-38.4161,-63.6167
Armenia,ARM,1830,40,40.0691,45.0382
Armenia,ARM,1850,250.99998,40.0691,45.0382
Armenia,ARM,1860,1496,40.0691,45.0382
Armenia,ARM,1870,8548,40.0691,45.0382
Armenia,ARM,1880,30967,40.0691,45.0382
Armenia,ARM,1890,59872,40.0691,45.0382
Armenia,ARM,1900,166044,40.0691,45.0382
Armenia,ARM,1910,212846,40.0691,45.0382
Armenia,ARM,1920,68541,40.0691,45.0382
Armenia,ARM,1930,342566,40.0691,45.0382
Armenia,ARM,1940,1063548,40.0691,45.0382
Armenia,ARM,1950,1480408,40.0691,45.0382
Armenia,ARM,1960,3153863,40.0691,45.0382
Armenia,ARM,1970,5180804,40.0691,45.0382
Armenia,ARM,1980,7719751,40.0691,45.0382
Armenia,ARM,1990,8947546,40.0691,45.0382
Armenia,ARM,2000,3491407,40.0691,45.0382
Armenia,ARM,2010,4252750,40.0691,45.0382
Armenia,ARM,2020,6799022,40.0691,45.0382
Aruba,ABW,1930,134573,12.5211,-69.9683
Aruba,ABW,1940,150449,12.5211,-69.9683
Aruba,ABW,1950,409579,12.5211,-69.9683
Aruba,ABW,1960,618561,12.5211,-69.9683
Aruba,ABW,1970,928761,12.5211,-69.9683
Aruba,ABW,1980,585435,12.5211,-69.9683
Aruba,ABW,1990,487312,12.5211,-69.9683
Aruba,ABW,2000,2377936,12.5211,-69.9683
Aruba,ABW,2010,2506176,12.5211,-69.9683
Aruba,ABW,2020,890352,12.5211,-69.9683
Australia,AUS,1750,0,-25.2744,133.7751
Australia,AUS,1760,0,-25.2744,133.7751
Australia,AUS,1770,0,-25.2744,133.7751
Australia,AUS,1780,0,-25.2744,133.7751
Australia,AUS,1790,0,-25.2744,133.7751
Australia,AUS,1800,0,-25.2744,133.7751
Australia,AUS,1810,1259,-25.2744,133.7751
Australia,AUS,1820,6160,-25.2744,133.7751
Australia,AUS,1830,5748,-25.2744,133.7751
Australia,AUS,1840,47605,-25.2744,133.7751
Australia,AUS,1850,112052,-25.2744,133.7751
Australia,AUS,1860,599769,-25.2744,133.7751
Australia,AUS,1870,1402391,-25.2744,133.7751
Australia,AUS,1880,2417483,-25.2744,133.7751
Australia,AUS,1890,5450851,-25.2744,133.7751
Australia,AUS,1900,10167600,-25.2744,133.7751
Australia,AUS,1910,17707020,-25.2744,133.7751
Australia,AUS,1920,26306108,-25.2744,133.7751
Australia,AUS,1930,25899494,-25.2744,133.7751
Australia,AUS,1940,35346490,-25.2744,133.7751
Australia,AUS,1950,55738172,-25.2744,133.7751
Australia,AUS,1960,87444264,-25.2744,133.7751
Australia,AUS,1970,147861020,-25.2744,133.7751
Australia,AUS,1980,204370200,-25.2744,133.7751
Australia,AUS,1990,278160300,-25.2744,133.7751
Australia,AUS,2000,350007680,-25.2744,133.7751
Australia,AUS,2010,405512200,-25.2744,133.7751
Australia,AUS,2020,396685200,-25.2744,133.7751
Austria,AUT,1820,333424,47.5162,14.5501
Austria,AUT,1830,494640,47.5162,14.5501
Austria,AUT,1840,1168816,47.5162,14.5501
Austria,AUT,1850,2326640,47.5162,14.5501
Austria,AUT,1860,6148192,47.5162,14.5501
Austria,AUT,1870,7364640,47.5162,14.5501
Austria,AUT,1880,23647456,47.5162,14.5501
Austria,AUT,1890,13036512,47.5162,14.5501
Austria,AUT,1900,27696176,47.5162,14.5501
Austria,AUT,1910,58785216,47.5162,14.5501
Austria,AUT,1920,14527760,47.5162,14.5501
Austria,AUT,1930,18863498,47.5162,14.5501
Austria,AUT,1940,7343022,47.5162,14.5501
Austria,AUT,1950,20894256,47.5162,14.5501
Austria,AUT,1960,30784480,47.5162,14.5501
Austria,AUT,1970,50631700,47.5162,14.5501
Austria,AUT,1980,52024932,47.5162,14.5501
Austria,AUT,1990,62167160,47.5162,14.5501
Austria,AUT,2000,66171724,47.5162,14.5501
Austria,AUT,2010,72017330,47.5162,14.5501
Austria,AUT,2020,62121252,47.5162,14.5501
Azerbaijan,AZE,1860,8969,40.1431,47.5769
Azerbaijan,AZE,1870,51242,40.1431,47.5769
Azerbaijan,AZE,1880,185626,40.1431,47.5769
Azerbaijan,AZE,1890,358890,40.1431,47.5769
Azerbaijan,AZE,1900,995323,40.1431,47.5769
Azerbaijan,AZE,1910,1275871,40.1431,47.5769
Azerbaijan,AZE,1920,410860,40.1431,47.5769
Azerbaijan,AZE,1930,2058126,40.1431,47.5769
Azerbaijan,AZE,1940,6385680,40.1431,47.5769
Azerbaijan,AZE,1950,8890568,40.1431,47.5769
Azerbaijan,AZE,1960,18984488,40.1431,47.5769
Azerbaijan,AZE,1970,31105304,40.1431,47.5769
Azerbaijan,AZE,1980,46109770,40.1431,47.5769
Azerbaijan,AZE,1990,51151204,40.1431,47.5769
Azerbaijan,AZE,2000,29765310,40.1431,47.5769
Azerbaijan,AZE,2010,27549052,40.1431,47.5769
Azerbaijan,AZE,2020,36149228,40.1431,47.5769
Bahamas,BHS,1950,54960,25.0343,-77.3963
Bahamas,BHS,1960,410368,25.0343,-77.3963
Bahamas,BHS,1970,2568770,25.0343,-77.3963
Bahamas,BHS,1980,7972125,25.0343,-77.3963
Bahamas,BHS,1990,2022527.9,25.0343,-77.3963
Bahamas,BHS,2000,2026192,25.0343,-77.3963
Bahamas,BHS,2010,2227712,25.0343,-77.3963
Bahamas,BHS,2020,2183744,25.0343,-77.3963
Bahrain,BHR,1940,2967840,26.0667,50.5577
Bahrain,BHR,1950,1381328,26.0667,50.5577
Bahrain,BHR,1960,575248,26.0667,50.5577
Bahrain,BHR,1970,2590448,26.0667,50.5577
Bahrain,BHR,1980,7881264,26.0667,50.5577
Bahrain,BHR,1990,11555729,26.0667,50.5577
Bahrain,BHR,2000,19233764,26.0667,50.5577
Bahrain,BHR,2010,29075436,26.0667,50.5577
Bahrain,BHR,2020,37395950,26.0667,50.5577
Bangladesh,BGD,1950,993068,23.6850,90.3563
Bangladesh,BGD,1960,2211905,23.6850,90.3563
Bangladesh,BGD,1970,3803195,23.6850,90.3563
Bangladesh,BGD,1980,7597219,23.6850,90.3563
Bangladesh,BGD,1990,14081596,23.6850,90.3563
Bangladesh,BGD,2000,26524610,23.6850,90.3563
Bangladesh,BGD,2010,53991556,23.6850,90.3563
Bangladesh,BGD,2020,93614960,23.6850,90.3563
Barbados,BRB,1930,7328,13.1939,-59.5432
Barbados,BRB,1950,73280,13.1939,-59.5432
Barbados,BRB,1960,172208,13.1939,-59.5432
Barbados,BRB,1970,428688,13.1939,-59.5432
Barbados,BRB,1980,674176,13.1939,-59.5432
Barbados,BRB,1990,1275266,13.1939,-59.5432
Barbados,BRB,2000,1748824,13.1939,-59.5432
Barbados,BRB,2010,1845064,13.1939,-59.5432
Barbados,BRB,2020,1233549,13.1939,-59.5432
Belarus,BLR,1830,511,53.7098,27.9534
Belarus,BLR,1850,3167,53.7098,27.9534
Belarus,BLR,1860,18901,53.7098,27.9534
Belarus,BLR,1870,107992,53.7098,27.9534
Belarus,BLR,1880,391202,53.7098,27.9534
Belarus,BLR,1890,756352,53.7098,27.9534
Belarus,BLR,1900,2097617,53.7098,27.9534
Belarus,BLR,1910,2688865,53.7098,27.9534
Belarus,BLR,1920,865876,53.7098,27.9534
Belarus,BLR,1930,4357852,53.7098,27.9534
Belarus,BLR,1940,13525651,53.7098,27.9534
Belarus,BLR,1950,18865480,53.7098,27.9534
Belarus,BLR,1960,40253452,53.7098,27.9534
Belarus,BLR,1970,65798090,53.7098,27.9534
Belarus,BLR,1980,97202570,53.7098,27.9534
Belarus,BLR,1990,108345060,53.7098,27.9534
Belarus,BLR,2000,54905984,53.7098,27.9534
Belarus,BLR,2010,62445120,53.7098,27.9534
Belarus,BLR,2020,59055548,53.7098,27.9534
Belgium,BEL,1830,6195824,50.5039,4.4699
Belgium,BEL,1840,7727376,50.5039,4.4699
Belgium,BEL,1850,9332208,50.5039,4.4699
Belgium,BEL,1860,15212928,50.5039,4.4699
Belgium,BEL,1870,24746656,50.5039,4.4699
Belgium,BEL,1880,30425856,50.5039,4.4699
Belgium,BEL,1890,39824016,50.5039,4.4699
Belgium,BEL,1900,49665520,50.5039,4.4699
Belgium,BEL,1910,61287730,50.5039,4.4699
Belgium,BEL,1920,55154190,50.5039,4.4699
Belgium,BEL,1930,93672490,50.5039,4.4699
Belgium,BEL,1940,62103940,50.5039,4.4699
Belgium,BEL,1950,76200490,50.5039,4.4699
Belgium,BEL,1960,90908080,50.5039,4.4699
Belgium,BEL,1970,125490456,50.5039,4.4699
Belgium,BEL,1980,134835790,50.5039,4.4699
Belgium,BEL,1990,120292800,50.5039,4.4699
Belgium,BEL,2000,126721544,50.5039,4.4699
Belgium,BEL,2010,114604104,50.5039,4.4699
Belgium,BEL,2020,91101384,50.5039,4.4699
Belize,BLZ,1950,18320,17.1899,-88.4976
Belize,BLZ,1960,43968,17.1899,-88.4976
Belize,BLZ,1970,120912,17.1899,-88.4976
Belize,BLZ,1980,190528,17.1899,-88.4976
Belize,BLZ,1990,311440,17.1899,-88.4976
Belize,BLZ,2000,395712,17.1899,-88.4976
Belize,BLZ,2010,538608,17.1899,-88.4976
Belize,BLZ,2020,613332,17.1899,-88.4976
Benin,BEN,1950,137812,9.3077,2.3158
Benin,BEN,1960,161216,9.3077,2.3158
Benin,BEN,1970,282128,9.3077,2.3158
Benin,BEN,1980,479826,9.3077,2.3158
Benin,BEN,1990,579346,9.3077,2.3158
Benin,BEN,2000,1472928,9.3077,2.3158
Benin,BEN,2010,4679390,9.3077,2.3158
Benin,BEN,2020,7744662,9.3077,2.3158
Bermuda,BMU,1950,43968,32.3078,-64.7505
Bermuda,BMU,1960,157552,32.3078,-64.7505
Bermuda,BMU,1970,227168,32.3078,-64.7505
Bermuda,BMU,1980,436016,32.3078,-64.7505
Bermuda,BMU,1990,501968.03,32.3078,-64.7505
Bermuda,BMU,2000,516623.97,32.3078,-64.7505
Bermuda,BMU,2010,608224,32.3078,-64.7505
Bermuda,BMU,2020,458000,32.3078,-64.7505
Bhutan,BTN,1750,0,27.5142,90.4336
Bhutan,BTN,1760,0,27.5142,90.4336
Bhutan,BTN,1770,0,27.5142,90.4336
Bhutan,BTN,1780,0,27.5142,90.4336
Bhutan,BTN,1790,0,27.5142,90.4336
Bhutan,BTN,1800,0,27.5142,90.4336
Bhutan,BTN,1810,0,27.5142,90.4336
Bhutan,BTN,1820,0,27.5142,90.4336
Bhutan,BTN,1830,0,27.5142,90.4336
Bhutan,BTN,1840,0,27.5142,90.4336
Bhutan,BTN,1850,0,27.5142,90.4336
Bhutan,BTN,1860,0,27.5142,90.4336
Bhutan,BTN,1870,0,27.5142,90.4336
Bhutan,BTN,1880,0,27.5142,90.4336
Bhutan,BTN,1890,0,27.5142,90.4336
Bhutan,BTN,1900,0,27.5142,90.4336
Bhutan,BTN,1910,0,27.5142,90.4336
Bhutan,BTN,1920,0,27.5142,90.4336
Bhutan,BTN,1930,0,27.5142,90.4336
Bhutan,BTN,1940,0,27.5142,90.4336
Bhutan,BTN,1950,0,27.5142,90.4336
Bhutan,BTN,1960,0,27.5142,90.4336
Bhutan,BTN,1970,3664,27.5142,90.4336
Bhutan,BTN,1980,21984,27.5142,90.4336
Bhutan,BTN,1990,185730,27.5142,90.4336
Bhutan,BTN,2000,396871,27.5142,90.4336
Bhutan,BTN,2010,487768,27.5142,90.4336
Bhutan,BTN,2020,919762,27.5142,90.4336
Botswana,BWA,1980,985616,-22.3285,24.6849
Botswana,BWA,1990,2700368,-22.3285,24.6849
Botswana,BWA,2000,3777584,-22.3285,24.6849
Botswana,BWA,2010,4537275,-22.3285,24.6849
Botswana,BWA,2020,5550960,-22.3285,24.6849
Brazil,BRA,1910,4198944,-14.2350,-51.9253
Brazil,BRA,1920,3645680,-14.2350,-51.9253
Brazil,BRA,1930,5513964,-14.2350,-51.9253
Brazil,BRA,1940,6485943,-14.2350,-51.9253
Brazil,BRA,1950,19659072,-14.2350,-51.9253
Brazil,BRA,1960,46851820,-14.2350,-51.9253
Brazil,BRA,1970,93488200,-14.2350,-51.9253
Brazil,BRA,1980,186190690,-14.2350,-51.9253
Brazil,BRA,1990,218658000,-14.2350,-51.9253
Brazil,BRA,2000,340183000,-14.2350,-51.9253
Brazil,BRA,2010,440269020,-14.2350,-51.9253
Brazil,BRA,2020,444504320,-14.2350,-51.9253
British Virgin Islands,VGB,1970,18320,18.4207,-64.6400
British Virgin Islands,VGB,1980,29312,18.4207,-64.6400
British Virgin Islands,VGB,1990,65952,18.4207,-64.6400
British Virgin Islands,VGB,2000,117248,18.4207,-64.6400
British Virgin Islands,VGB,2010,212512,18.4207,-64.6400
British Virgin Islands,VGB,2020,161216,18.4207,-64.6400
Brunei,BRN,1750,0,4.5353,114.7277
Brunei,BRN,1760,0,4.5353,114.7277
Brunei,BRN,1770,0,4.5353,114.7277
Brunei,BRN,1780,0,4.5353,114.7277
Brunei,BRN,1790,0,4.5353,114.7277
Brunei,BRN,1800,0,4.5353,114.7277
Brunei,BRN,1810,0,4.5353,114.7277
Brunei,BRN,1820,0,4.5353,114.7277
Brunei,BRN,1830,0,4.5353,114.7277
Brunei,BRN,1840,0,4.5353,114.7277
Brunei,BRN,1850,0,4.5353,114.7277
Brunei,BRN,1860,0,4.5353,114.7277
Brunei,BRN,1870,0,4.5353,114.7277
Brunei,BRN,1880,0,4.5353,114.7277
Brunei,BRN,1890,0,4.5353,114.7277
Brunei,BRN,1900,0,4.5353,114.7277
Brunei,BRN,1910,0,4.5353,114.7277
Brunei,BRN,1920,0,4.5353,114.7277
Brunei,BRN,1930,0,4.5353,114.7277
Brunei,BRN,1940,2960512,4.5353,114.7277
Brunei,BRN,1950,414032,4.5353,114.7277
Brunei,BRN,1960,333424,4.5353,114.7277
Brunei,BRN,1970,8203696.5,4.5353,114.7277
Brunei,BRN,1980,6877328,4.5353,114.7277
Brunei,BRN,1990,5455696,4.5353,114.7277
Brunei,BRN,2000,5328739,4.5353,114.7277
Brunei,BRN,2010,8017381.5,4.5353,114.7277
Brunei,BRN,2020,11101930,4.5353,114.7277
Bulgaria,BGR,1890,32976,42.7339,25.4858
Bulgaria,BGR,1900,216176,42.7339,25.4858
Bulgaria,BGR,1910,633872,42.7339,25.4858
Bulgaria,BGR,1920,1099200,42.7339,25.4858
Bulgaria,BGR,1930,2402871,42.7339,25.4858
Bulgaria,BGR,1940,4100016,42.7339,25.4858
Bulgaria,BGR,1950,7497770,42.7339,25.4858
Bulgaria,BGR,1960,22270700,42.7339,25.4858
Bulgaria,BGR,1970,61173972,42.7339,25.4858
Bulgaria,BGR,1980,77250580,42.7339,25.4858
Bulgaria,BGR,1990,76637980,42.7339,25.4858
Bulgaria,BGR,2000,45413456,42.7339,25.4858
Bulgaria,BGR,2010,47808404,42.7339,25.4858
Bulgaria,BGR,2020,36533612,42.7339,25.4858
Burkina Faso,BFA,1950,4053,12.2383,-1.5616
Burkina Faso,BFA,1960,43968,12.2383,-1.5616
Burkina Faso,BFA,1970,142896,12.2383,-1.5616
Burkina Faso,BFA,1980,432352,12.2383,-1.5616
Burkina Faso,BFA,1990,582576,12.2383,-1.5616
Burkina Faso,BFA,2000,1029710.06,12.2383,-1.5616
Burkina Faso,BFA,2010,2036372,12.2383,-1.5616
Burkina Faso,BFA,2020,5194114,12.2383,-1.5616
Burundi,BDI,1950,8794,-3.3731,29.9189
Burundi,BDI,1960,36431,-3.3731,29.9189
Burundi,BDI,1970,62288,-3.3731,29.9189
Burundi,BDI,1980,146560,-3.3731,29.9189
Burundi,BDI,1990,208848,-3.3731,29.9189
Burundi,BDI,2000,271136,-3.3731,29.9189
Burundi,BDI,2010,296784,-3.3731,29.9189
Burundi,BDI,2020,735766,-3.3731,29.9189
Cambodia,KHM,1960,234496,12.5657,104.9910
Cambodia,KHM,1970,1172331,12.5657,104.9910
Cambodia,KHM,1980,285792,12.5657,104.9910
Cambodia,KHM,1990,1260416,12.5657,104.9910
Cambodia,KHM,2000,1974896,12.5657,104.9910
Cambodia,KHM,2010,5078142,12.5657,104.9910
Cambodia,KHM,2020,19034220,12.5657,104.9910
Cameroon,CMR,1950,139232,7.3697,12.3547
Cameroon,CMR,1960,271136,7.3697,12.3547
Cameroon,CMR,1970,637417,7.3697,12.3547
Cameroon,CMR,1980,3885945,7.3697,12.3547
Cameroon,CMR,1990,2604793,7.3697,12.3547
Cameroon,CMR,2000,5588569,7.3697,12.3547
Cameroon,CMR,2010,8383322,7.3697,12.3547
Cameroon,CMR,2020,9701611,7.3697,12.3547
Canada,CAN,1790,3664,56.1304,-106.3468
Canada,CAN,1800,3664,56.1304,-106.3468
Canada,CAN,1810,3664,56.1304,-106.3468
Canada,CAN,1820,3664,56.1304,-106.3468
Canada,CAN,1830,3664,56.1304,-106.3468
Canada,CAN,1840,3664,56.1304,-106.3468
Canada,CAN,1850,58624,56.1304,-106.3468
Canada,CAN,1860,381056,56.1304,-106.3468
Canada,CAN,1870,1223776,56.1304,-106.3468
Canada,CAN,1880,5232192,56.1304,-106.3468
Canada,CAN,1890,12413632,56.1304,-106.3468
Canada,CAN,1900,20628320,56.1304,-106.3468
Canada,CAN,1910,51622096,56.1304,-106.3468
Canada,CAN,1920,84378260,56.1304,-106.3468
Canada,CAN,1930,94347740,56.1304,-106.3468
Canada,CAN,1940,108621770,56.1304,-106.3468
Canada,CAN,1950,154133760,56.1304,-106.3468
Canada,CAN,1960,192716180,56.1304,-106.3468
Canada,CAN,1970,341177200,56.1304,-106.3468
Canada,CAN,1980,442846850,56.1304,-106.3468
Canada,CAN,1990,458503070,56.1304,-106.3468
Canada,CAN,2000,567096100,56.1304,-106.3468
Canada,CAN,2010,556062100,56.1304,-106.3468
Canada,CAN,2020,522845280,56.1304,-106.3468
Cape Verde,CPV,1950,102592,16.5388,-23.0418
Cape Verde,CPV,1960,21954,16.5388,-23.0418
Cape Verde,CPV,1970,36581,16.5388,-23.0418
Cape Verde,CPV,1980,120912,16.5388,-23.0418
Cape Verde,CPV,1990,179536,16.5388,-23.0418
Cape Verde,CPV,2000,296784,16.5388,-23.0418
Cape Verde,CPV,2010,556928,16.5388,-23.0418
Cape Verde,CPV,2020,516623.97,16.5388,-23.0418
Central African Republic,CAF,1950,47015,6.6111,20.9394
Central African Republic,CAF,1960,87936,6.6111,20.9394
Central African Republic,CAF,1970,208848,6.6111,20.9394
Central African Republic,CAF,1980,106256,6.6111,20.9394
Central African Republic,CAF,1990,183200,6.6111,20.9394
Central African Republic,CAF,2000,234496,6.6111,20.9394
Central African Republic,CAF,2010,168544,6.6111,20.9394
Central African Republic,CAF,2020,238160,6.6111,20.9394
Chad,TCD,1950,29602,15.4542,18.7322
Chad,TCD,1960,54960,15.4542,18.7322
Chad,TCD,1970,124576,15.4542,18.7322
Chad,TCD,1980,208848,15.4542,18.7322
Chad,TCD,1990,377392,15.4542,18.7322
Chad,TCD,2000,487512,15.4542,18.7322
Chad,TCD,2010,1236006,15.4542,18.7322
Chad,TCD,2020,2279219,15.4542,18.7322
Chile,CHL,1900,850048,-35.6751,-71.5430
Chile,CHL,1910,2810288,-35.6751,-71.5430
Chile,CHL,1920,2780976,-35.6751,-71.5430
Chile,CHL,1930,3850211,-35.6751,-71.5430
Chile,CHL,1940,5259959,-35.6751,-71.5430
Chile,CHL,1950,8450768,-35.6751,-71.5430
Chile,CHL,1960,13476468,-35.6751,-71.5430
Chile,CHL,1970,24635802,-35.6751,-71.5430
Chile,CHL,1980,25099940,-35.6751,-71.5430
Chile,CHL,1990,32908116,-35.6751,-71.5430
Chile,CHL,2000,58502596,-35.6751,-71.5430
Chile,CHL,2010,71347520,-35.6751,-71.5430
Chile,CHL,2020,80178160,-35.6751,-71.5430
China,CHN,1910,25009438,35.0000,103.0000
China,CHN,1920,40278456,35.0000,103.0000
China,CHN,1930,49558456,35.0000,103.0000
China,CHN,1940,90790530,35.0000,103.0000
China,CHN,1950,78835290,35.0000,103.0000
China,CHN,1960,798799940,35.0000,103.0000
China,CHN,1970,807952640,35.0000,103.0000
China,CHN,1980,1494495900,35.0000,103.0000
China,CHN,1990,2484854800,35.0000,103.0000
China,CHN,2000,3649201000,35.0000,103.0000
China,CHN,2010,8620627000,35.0000,103.0000
China,CHN,2020,10914012000,35.0000,103.0000
Colombia,COL,1930,652192,4.5709,74.2973
Colombia,COL,1940,4165195,4.5709,74.2973
Colombia,COL,1950,7497920,4.5709,74.2973
Colombia,COL,1960,16390488,4.5709,74.2973
Colombia,COL,1970,28370052,4.5709,74.2973
Colombia,COL,1980,44174240,4.5709,74.2973
Colombia,COL,1990,56897744,4.5709,74.2973
Colombia,COL,2000,56591360,4.5709,74.2973
Colombia,COL,2010,76266460,4.5709,74.2973
Colombia,COL,2020,89731320,4.5709,74.2973
Comoros,COM,1960,10992,11.6455,-43.3333
Comoros,COM,1970,29312,11.6455,-43.3333
Comoros,COM,1980,47632,11.6455,-43.3333
Comoros,COM,1990,65952,11.6455,-43.3333
Comoros,COM,2000,102592,11.6455,-43.3333
Comoros,COM,2010,161216,11.6455,-43.3333
Comoros,COM,2020,381056,11.6455,-43.3333
Congo,COG,1950,88807,-4.0383,21.7587
Congo,COG,1960,223504,-4.0383,21.7587
Congo,COG,1970,571584,-4.0383,21.7587
Congo,COG,1980,405529,-4.0383,21.7587
Congo,COG,1990,1007907.06,-4.0383,21.7587
Congo,COG,2000,4284250,-4.0383,21.7587
Congo,COG,2010,5499943,-4.0383,21.7587
Congo,COG,2020,7391505,-4.0383,21.7587
Cook Islands,COK,1970,10992,21.2367,-159.7777
Cook Islands,COK,1980,29312,21.2367,-159.7777
Cook Islands,COK,1990,43968,21.2367,-159.7777
Cook Islands,COK,2000,51296,21.2367,-159.7777
Cook Islands,COK,2010,73280,21.2367,-159.7777
Cook Islands,COK,2020,65952,21.2367,-159.7777
Costa Rica,CRI,1950,285792,9.7489,-83.7534
Costa Rica,CRI,1960,490976,9.7489,-83.7534
Costa Rica,CRI,1970,1248681,9.7489,-83.7534
Costa Rica,CRI,1980,2448461,9.7489,-83.7534
Costa Rica,CRI,1990,2913015,9.7489,-83.7534
Costa Rica,CRI,2000,5393873,9.7489,-83.7534
Costa Rica,CRI,2010,7492647,9.7489,-83.7534
Costa Rica,CRI,2020,6763180,9.7489,-83.7534
Cote d'Ivoire,CIV,1750,0,7.54,5.5471
Cote d'Ivoire,CIV,1760,0,7.54,5.5471
Cote d'Ivoire,CIV,1770,0,7.54,5.5471
Cote d'Ivoire,CIV,1780,0,7.54,5.5471
Cote d'Ivoire,CIV,1790,0,7.54,5.5471
Cote d'Ivoire,CIV,1800,0,7.54,5.5471
Cote d'Ivoire,CIV,1810,0,7.54,5.5471
Cote d'Ivoire,CIV,1820,0,7.54,5.5471
Cote d'Ivoire,CIV,1830,0,7.54,5.5471
Cote d'Ivoire,CIV,1840,0,7.54,5.5471
Cote d'Ivoire,CIV,1850,0,7.54,5.5471
Cote d'Ivoire,CIV,1860,0,7.54,5.5471
Cote d'Ivoire,CIV,1870,0,7.54,5.5471
Cote d'Ivoire,CIV,1880,0,7.54,5.5471
Cote d'Ivoire,CIV,1890,0,7.54,5.5471
Cote d'Ivoire,CIV,1900,0,7.54,5.5471
Cote d'Ivoire,CIV,1910,0,7.54,5.5471
Cote d'Ivoire,CIV,1920,0,7.54,5.5471
Cote d'Ivoire,CIV,1930,0,7.54,5.5471
Cote d'Ivoire,CIV,1940,0,7.54,5.5471
Cote d'Ivoire,CIV,1950,551249,7.54,5.5471
Cote d'Ivoire,CIV,1960,461664,7.54,5.5471
Cote d'Ivoire,CIV,1970,2242368,7.54,5.5471
Cote d'Ivoire,CIV,1980,5569280,7.54,5.5471
Cote d'Ivoire,CIV,1990,4781520,7.54,5.5471
