Emissions,LAT,LON
0,42.5063,-1.5218
47605,-25.2744,133.7751
1168816,47.5162,14.5501
7727376,50.5039,4.4699
0,27.5142,90.4336
0,4.5353,114.7277
3664,56.1304,-106.3468
0,7.54,5.5471
11798080,46.2276,2.2137
9174656,51.1657,10.4515
0,71.7069,-42.6043
0,-9.9456,9.6966
135568,47.1625,19.5033
0,22.1987,111.5439
0,21.0079,-10.9408
43968,60.4720,8.4689
0,-6.3149,143.9555
1967568,51.9194,19.1451
0,8.4606,-11.7799
0,1.3521,103.8198
36640,40.4637,-3.7492
40304,60.1282,18.6435
0,-7.1095,177.6493
80790880,55.3781,-3.4360
5873392,37.0902,-95.7129
